Soil type,Crop,Latitude,Longitude,pH,P,K,S,OC,EC,Fertilizer Name,predictions_pH,predictions_P,predictions_K,predictions_S,predictions_OC
ClayeySoil,Cotton,16.59,81.35,7.51,83.96,288,356.71,0.85,2.95,10-26-26,7.673124266,47.73767161,397.2894978,159.8030648,1.042831958
ClayeySoil,Cotton,16.58,81.35,7.75,116.17,105,798.19,0.73,5.86,DAP,7.734373671,34.24959611,335.2659436,149.9021371,0.877843601
ClayeySoil,Cotton,16.58,81.35,7.76,83.92,215,356.14,0.89,2.9,14-35-14,7.586677499,35.83146885,401.7017956,160.5916964,1.058991957
ClayeySoil,Cotton,16.33,81.22,8.37,4.42,64,43.17,0.03,0.67,10-26-26,7.573634736,32.74199981,347.462451,150.9102183,0.837504809
ClayeySoil,Cotton,16.33,81.22,7.7,13.42,220,172.37,0.44,1.86,Urea,7.449288648,5.494224267,103.6011523,-4.706741887,0.370569841
ClayeySoil,Cotton,16.33,81.22,8.01,5.5,185,161.65,0.24,1.85,14-35-14,7.652942386,20.61513073,162.8626081,45.56450406,0.537384442
ClayeySoil,Cotton,16.33,81.21,7.76,9.93,229,271.5,0.36,2.11,28-28,7.651560324,15.63806181,130.969999,19.75156723,0.48432125
ClayeySoil,Cotton,16.33,81.21,7.57,15.29,239,200.79,0.5,1.41,10-26-26,7.733810881,21.54873519,153.8384548,35.81373389,0.566601306
ClayeySoil,Cotton,16.33,81.21,6.41,58.73,116,391.16,0.97,1.46,Urea,7.678725363,22.90791667,172.0823177,53.11189615,0.565976968
ClayeySoil,Cotton,16.33,81.21,6.82,53.22,78,290.81,1.12,1.57,DAP,7.344425263,31.68977744,283.8620325,124.7424603,0.744347847
ClayeySoil,Cotton,16.33,81.21,5.78,53.63,133,361,0.84,1.18,20-20,7.173777948,31.1932573,301.0556008,133.0393126,0.662010112
ClayeySoil,Cotton,16.33,81.21,6.77,65.2,109,195.45,0.95,0.83,Urea,7.414612001,29.07114193,239.1303993,106.6055771,0.735941269
ClayeySoil,Cotton,16.33,81.21,6.28,66.16,119,268.74,0.85,2.02,DAP,7.273869277,26.9583304,289.8214491,129.9765753,0.68158194
ClayeySoil,Cotton,16.33,81.21,6.4,44.31,113,151.97,0.76,1.05,14-35-14,7.357848844,26.91651704,268.5362451,120.3314688,0.726496456
ClayeySoil,Cotton,16.34,81.21,6.1,24.39,120,273.9,0.92,1.14,28-28,7.327804137,22.57697366,218.3976405,92.34261254,0.604582829
ClayeySoil,Cotton,16.33,81.22,6.58,47.61,91,332.67,1.11,1.62,Urea,7.311989605,28.32766181,207.7444559,87.67089281,0.593629134
ClayeySoil,Cotton,16.34,81.21,7.1,30.38,147,184.14,0.97,1.31,17-17-17,7.214886338,32.27476234,286.7271901,126.6595991,0.670007346
ClayeySoil,Cotton,16.33,81.21,6.11,60.63,198,339.17,0.91,2.1,20-20,7.318820658,28.3188076,246.1329078,103.0400681,0.573967282
ClayeySoil,Cotton,16.34,81.21,6.21,26.98,112,244.44,1.05,0.93,Urea,7.51351413,31.97273749,267.45237,123.8719883,0.776232462
ClayeySoil,Cotton,16.33,81.22,8.24,6.15,52,113.42,0.06,1.14,28-28,7.237676091,29.8704595,230.8569396,101.8508667,0.585144631
ClayeySoil,Cotton,16.33,81.21,6.5,46.49,155,101.55,0.8,0.56,14-35-14,7.439252815,7.163087684,110.9301705,-1.520007456,0.399540598
ClayeySoil,Cotton,16.33,81.21,7.44,16.97,233,218.59,0.41,2.11,DAP,7.379837911,23.55935596,227.0989112,100.4209228,0.611186039
ClayeySoil,Cotton,16.36,81.23,7.63,13.61,165,233.02,0.49,1.32,17-17-17,7.708220832,21.41679908,159.9232877,45.69782749,0.577812449
ClayeySoil,Cotton,16.36,81.23,7.78,15.99,144,112.89,0.44,1,Urea,7.5455417,21.11831678,171.5817489,47.28039332,0.535673346
ClayeySoil,Cotton,16.36,81.24,7.21,21.42,125,225.57,0.64,1.48,28-28,7.482519447,16.98476099,165.6487103,44.51787878,0.485098526
ClayeySoil,Cotton,16.36,81.24,6.44,33.35,114,416.89,0.8,2.45,DAP,7.410413495,22.42778676,192.4199287,64.35126255,0.547226224
ClayeySoil,Cotton,16.36,81.24,6.6,16.53,120,183.55,0.77,1.46,17-17-17,7.400305145,29.03577127,223.0469475,86.11639154,0.668321962
ClayeySoil,Cotton,16.36,81.23,6.86,20.49,64,246.94,0.8,2.03,Urea,7.333612342,23.68720294,183.3509046,68.91537118,0.524000727
ClayeySoil,Cotton,16.36,81.24,7.15,34.23,167,426.08,0.75,2.66,28-28,7.234872461,23.89691262,204.4541293,73.562118,0.52921857
ClayeySoil,Cotton,16.36,81.24,7.85,8.86,105,45.82,0.45,0.46,Urea,7.528511949,30.06348985,237.5540756,87.8634944,0.687172553
ClayeySoil,Cotton,16.46,81.23,7.98,10.1,131,90.07,0.42,0.72,DAP,7.373949496,14.52757499,153.8245038,37.25204793,0.415834999
ClayeySoil,Cotton,16.36,81.24,7.6,19.92,113,125.57,0.76,1.01,20-20,7.453144941,15.75006038,157.799505,37.47592524,0.446885702
ClayeySoil,Cotton,16.35,81.24,6.6,32.4,126,214.57,0.8,1.73,17-17-17,7.305271195,22.18996356,211.3031997,74.80812484,0.491290808
ClayeySoil,Cotton,16.36,81.24,6.68,32.1,122,198.59,0.64,1.76,DAP,7.353560594,25.09477656,214.2096629,86.47829899,0.591339551
ClayeySoil,Cotton,16.35,81.23,6.56,31.84,122,247.11,0.83,2,Urea,7.40095737,21.67668681,193.1703774,71.86395348,0.58086393
ClayeySoil,Cotton,16.36,81.24,6.72,30.57,119,239.68,0.72,1.46,20-20,7.345120403,26.2175522,218.2124121,88.31958116,0.600618215
ClayeySoil,Cotton,16.36,81.24,7.1,19.17,114,272.5,0.79,1.63,28-28,7.377856614,23.95176339,205.1509681,77.70747453,0.589158044
ClayeySoil,Cotton,16.36,81.24,6.73,33.22,112,256.75,0.78,1.52,14-35-14,7.346310062,25.8527877,209.0550207,74.86618882,0.554261167
ClayeySoil,Cotton,16.36,81.24,6.88,32.14,126,209.38,0.87,1.21,Urea,7.34840037,25.21235614,218.7682859,85.25979024,0.600848023
ClayeySoil,Cotton,16.46,81.23,7.82,7.38,153,41.08,0.5,0.41,DAP,7.324907021,26.32149304,230.7056417,93.69705924,0.583300495
ClayeySoil,Cotton,16.46,81.23,8.1,5.23,148,32.06,0.26,0.47,20-20,7.447924679,16.84215019,157.2227739,42.64758772,0.432920693
ClayeySoil,Cotton,16.36,81.24,6.36,22.16,137,319.18,0.91,1.72,28-28,7.525256586,12.09063025,128.2294512,19.86071168,0.414736092
ClayeySoil,Cotton,16.36,81.24,6.92,21.02,115,159,0.54,1.33,DAP,7.364097174,29.68170657,212.6024573,86.60287082,0.606775949
ClayeySoil,Cotton,16.36,81.23,6.75,17.06,140,122.2,0.73,0.83,Urea,7.405391429,18.79379961,166.3632807,53.28423045,0.521228921
ClayeySoil,Cotton,16.35,81.23,6.47,15.38,130,140.57,0.82,0.95,14-35-14,7.367706681,22.27614195,179.2756241,67.37034691,0.509404979
ClayeySoil,Cotton,16.35,81.23,7.15,34.41,71,195.07,0.8,2.25,28-28,7.318906813,23.98342099,182.3196909,72.34735133,0.511157322
ClayeySoil,Cotton,16.37,81.21,7.24,44.39,241,14.13,0.89,2.22,Urea,7.238468483,23.04588582,231.2802175,87.84208292,0.553765079
ClayeySoil,Cotton,16.37,81.21,7.12,40.44,193,12.88,0.84,2.25,14-35-14,7.485173395,26.13996197,251.2430242,113.8309376,0.598954872
ClayeySoil,Cotton,16.47,81.2,7.45,47.62,258,406.26,0.78,2.15,DAP,7.40614267,23.67454672,234.8533611,102.8502346,0.56436539
ClayeySoil,Cotton,16.36,81.2,7.2,72.36,276,449.79,0.93,2.2,17-17-17,7.698616541,33.07271304,269.7687732,108.5285255,0.762581518
ClayeySoil,Cotton,16.37,81.21,7.43,41.39,280,446.09,0.87,2.18,DAP,7.705851843,37.30703248,324.8444118,144.6571322,0.874564875
ClayeySoil,Cotton,16.37,81.21,7.36,18.75,218,245.77,0.74,1.76,20-20,7.718428573,36.27554466,274.0054437,111.9490916,0.768015174
ClayeySoil,Cotton,16.37,81.2,7.1,70.13,257,391.98,0.92,1.63,14-35-14,7.562837289,27.63131855,207.1331795,76.10768276,0.588246972
ClayeySoil,Cotton,16.46,81.2,7.5,57.47,245,303.55,0.94,1.86,28-28,7.650607667,35.27554191,313.8894216,140.3729571,0.837920333
ClayeySoil,Cotton,16.37,81.2,7.21,78.33,233,450.24,0.98,2.11,Urea,7.581510237,33.43558037,302.5142229,131.5928855,0.749137239
ClayeySoil,Cotton,16.37,81.2,7.1,84.98,197,388.51,0.93,1.68,DAP,7.604642538,36.90492782,341.3584626,152.5854429,0.873550775
ClayeySoil,Cotton,16.37,81.2,7.12,73.03,283,408.49,0.97,2,14-35-14,7.534351497,33.51776907,338.4172677,151.9560702,0.856854546
ClayeySoil,Cotton,16.37,81.2,7.52,42.63,221,332.99,0.61,2.83,20-20,7.690573964,37.36813911,326.7767397,148.9088185,0.866016995
ClayeySoil,Cotton,16.37,81.21,7,32.36,168,298.68,0.77,1.58,28-28,7.661742064,27.21172574,236.394798,87.04993963,0.699040662
ClayeySoil,Cotton,16.37,81.2,7.42,51.88,272,471.23,0.7,2.64,Urea,7.477701157,27.71060369,225.8611956,87.4008934,0.635966755
ClayeySoil,Cotton,16.37,81.2,6.88,152.44,255,375.93,1.09,0.97,14-35-14,7.781851475,33.41606234,268.4992095,105.768694,0.808675852
ClayeySoil,Cotton,16.37,81.2,7.56,15.58,246,1505.09,0.31,5.07,28-28,7.621366971,37.98419856,459.6421151,230.2550508,1.108191821
ClayeySoil,Cotton,16.37,81.2,7.5,61.59,286,851.6,0.86,2.98,20-20,8.217238413,47.57574141,221.8800327,36.50301825,1.064727276
ClayeySoil,Cotton,16.37,81.2,7.12,38.7,216,463.01,0.81,2,Urea,7.885772527,44.98349696,329.8215721,130.1494002,0.990323263
ClayeySoil,Cotton,16.36,81.2,7.18,43.62,226,310.53,0.75,1.76,DAP,7.618364333,33.48795976,254.0914572,99.669685,0.740282565
ClayeySoil,Cotton,16.37,81.2,7.24,72.81,224,421.2,0.88,2.41,17-17-17,7.611027089,29.42748751,246.4562766,99.49004841,0.702562849
ClayeySoil,Cotton,16.37,81.2,7.82,80.83,168,191.37,0.47,1.13,28-28,7.611803862,34.15464678,318.1687173,138.1610265,0.839308588
ClayeySoil,Cotton,16.37,81.2,7.64,104.25,269,322.96,0.74,1.33,Urea,7.581603966,19.976606,277.3974315,108.0414046,0.74094582
ClayeySoil,Cotton,16.36,81.2,7.28,78.56,232,463.26,0.96,2.2,20-20,7.737986261,30.91664277,353.7817659,158.1601188,0.920791604
ClayeySoil,Cotton,16.36,81.2,7.72,38.6,303,339.43,0.59,1.43,17-17-17,7.614922376,36.79308905,341.659591,151.2213326,0.877461222
ClayeySoil,Cotton,16.37,81.21,7.63,18.42,309,281.85,0.51,2.35,DAP,7.832557148,29.56299612,233.1666096,86.37198817,0.724077808
ClayeySoil,Cotton,16.38,81.21,5.17,69.7,179,883.46,0.95,3.12,Urea,7.843998852,27.02026883,184.7062021,60.5609381,0.639851647
ClayeySoil,Cotton,16.27,81.21,6.85,72.15,459,626.42,0.98,2.65,20-20,7.654009455,43.65326896,293.0016379,131.0872487,1.020868602
ClayeySoil,Cotton,16.37,81.21,6.67,24.24,193,235.82,0.71,1.44,28-28,8.111988406,47.6673771,331.995633,156.5469422,1.035895452
ClayeySoil,Cotton,16.37,81.21,7.23,89.6,272,426.54,0.8,2.45,10-26-26,7.524106159,25.98087895,192.2366584,74.42407385,0.60343611
ClayeySoil,Cotton,16.37,81.21,7.52,75.1,436,420.24,0.73,2.42,Urea,7.748907736,34.28110246,333.7068529,148.6417716,0.920488864
ClayeySoil,Cotton,16.37,81.21,7.65,58.27,273,342.75,0.7,2.1,DAP,8.09180619,38.00040312,308.9067794,138.223246,0.943964639
ClayeySoil,Cotton,16.37,81.21,6.7,58.48,189,132.12,0.8,1.08,20-20,7.742831922,30.72638852,277.4006347,112.6058823,0.777409946
ClayeySoil,Cotton,16.38,81.21,7,79.87,275,210.33,0.78,1.53,14-35-14,7.464663382,25.30359363,253.2021434,113.8917119,0.675308251
ClayeySoil,Cotton,16.38,81.21,7.46,39.98,265,293.53,0.63,1.62,10-26-26,7.682255877,29.33340726,296.8594684,137.1289673,0.811997351
ClayeySoil,Cotton,16.37,81.2,7.27,120.39,155,303.61,0.58,1.62,20-20,7.726534271,28.09719052,231.0282916,88.34299308,0.697708553
ClayeySoil,Cotton,16.37,81.2,7.4,96.5,239,458.96,0.89,2.02,28-28,7.574360417,23.93346917,346.110121,151.4178432,0.918733787
ClayeySoil,Cotton,16.37,81.2,7.75,86.46,263,425.47,0.72,2.31,Urea,7.663919548,35.64056855,363.3674226,162.1746983,0.936539768
ClayeySoil,Cotton,16.37,81.2,7.51,46.17,238,599.58,0.8,2.5,28-28,7.759434247,32.57410178,332.0071622,140.1835727,0.895628691
ClayeySoil,Cotton,16.37,81.21,7.66,23.26,181,565.86,0.58,2.33,Urea,7.717375013,36.97475808,283.0523517,108.2679458,0.820221063
ClayeySoil,Cotton,16.38,81.21,7.11,40.58,256,597.12,1,2.84,DAP,7.663653636,30.42511349,219.1398137,65.17393725,0.701010414
BlackSoil,Maize,16.62,81.41,6.18,51.41,163,308.75,0.8,2.55,14-35-14,7.672949297,41.12634077,290.4648127,120.4928021,0.816888659
RedSoil,Maize,16.62,81.42,6.13,40.35,149,181.51,0.91,1.32,28-28,7.470248053,28.20396128,238.0905609,104.0361405,0.715854619
BlackSoil,Cotton,17.04,81.19,8.53,32.54,96,5.7,0.48,0.22,20-20,7.350257281,27.06886461,226.9606383,102.9486297,0.625081341
BlackSoil,Cotton,16.99,81.18,7.48,8.15,75,21.45,0.34,0.19,10-26-26,7.343688197,14.04397568,211.4429725,63.98392834,0.462230541
RedSoil,Maize,17.04,81.19,6.45,12.58,55,4.03,0.19,0.08,DAP,7.347399101,10.97857146,126.1724952,23.69350657,0.396605237
RedSoil,Groundnut,17.03,81.19,8.6,27.52,443,25.52,0.24,0.35,14-35-14,7.361240035,7.050817734,83.50793426,9.063238514,0.414191455
RockySoil,Maize,17.02,81.19,7.65,5.99,108,1.37,0.07,0.06,Urea,8.129845889,20.84163558,173.8627653,54.97709994,0.619754362
RedSoil,Oil Crops,17.04,81.19,6.45,14.26,38,6.4,0.09,0.07,DAP,7.507953928,6.601343933,89.42248059,-0.395014617,0.394638769
BlackSoil,Maize,17.04,81.19,7.07,4.83,314,15.15,0.33,0.28,20-20,7.367317579,4.720482014,72.64527434,0.729718723,0.412436662
BlackSoil,Maize,17.04,81.19,7.72,5.4,116,1.48,0.08,0.06,28-28,7.822771564,18.04010129,108.0100428,29.81006454,0.506523557
,Vegetables,16.98,81.18,7.03,5.45,277,17.94,0.32,0.27,14-35-14,7.519770518,7.048463295,91.77873374,0.64230715,0.395292323
RedSoil,Maize,16.98,81.18,4.81,15.84,52,20.7,0.21,0.15,10-26-26,7.754272152,16.75652238,106.6891626,27.49927811,0.492471594
SandySoil,Oil Crops,17.03,81.19,6.22,13.22,68,5.86,0.09,0.05,Urea,7.355203521,7.440421474,47.49235376,7.104238821,0.460389627
ClayeySoil,Oil Crops,16.99,81.18,6.6,10.98,29,3.73,0.09,0.06,10-26-26,7.426253592,5.608839398,64.68933019,0.319680664,0.427581727
RockySoil,Maize,16.98,81.18,5.07,6.56,83,8.95,0.22,0.08,DAP,7.346684165,4.405335241,71.43111394,-2.115481623,0.393389407
RedSoil,Maize,16.99,81.18,4.73,1.74,57,1.48,0.21,0.05,14-35-14,7.403906862,8.377844998,40.68393718,2.06435979,0.435301994
RedSoil,Oil Crops,16.99,81.18,6.36,12.57,56,4.86,0.1,0.09,10-26-26,7.35075469,7.172034813,22.00752799,-5.906018045,0.41021089
BlackSoil,Maize,16.99,81.18,5.32,1.25,51,1.26,0.23,0.02,Urea,7.397856729,5.419758972,68.8007488,0.603492675,0.416631312
BlackSoil,Oil Crops,16.99,81.18,6.51,5.43,63,3.01,0.21,0.05,14-35-14,7.330838584,7.438876861,40.08350718,-2.463375487,0.394619383
RedSoil,Oil Crops,16.99,81.18,4.85,1.18,57,1.24,0.24,0.03,28-28,7.36524874,7.657386552,76.56837162,4.947310997,0.392826971
BlackSoil,Maize,16.98,81.18,5.17,1.83,40,0.81,0.23,0.01,10-26-26,7.338915926,7.7403218,28.4863834,-3.223707369,0.406028414
RedSoil,Vegetables,16.18,81.18,8.6,27.98,406,27.38,0.24,0.36,Urea,7.309113224,7.064272642,36.86888773,-3.075320899,0.393839939
RockySoil,Maize,16.98,81.22,6.82,18.75,143,3.06,0.42,0.08,DAP,8.057120346,19.72925813,174.6942334,53.58487656,0.604074687
RockySoil,Oil Crops,16.98,81.22,6.81,9.54,65,11.58,0.61,0.21,20-20,7.451622193,14.0847651,134.6547941,41.32279256,0.470021455
RedSoil,Coconut,16.99,81.24,6.01,17.57,299,6.74,0.17,0.22,Urea,7.221809788,15.35518651,146.3061326,46.18814875,0.40510402
BlackSoil,Vegetables,16.99,81.24,7.05,14.15,211,3.38,0.12,0.07,DAP,7.858060099,14.27161891,76.75741936,22.02212971,0.558087421
RockySoil,Oil Crops,16.98,81.23,6.74,6.37,39,2.51,0.15,0.08,14-35-14,7.698997315,10.68841147,92.79469876,14.24187188,0.483512106
RedSoil,Sugarcane,16.98,81.22,6.65,12.65,62,4.97,0.44,0.13,28-28,7.340732814,5.8225368,76.12084637,0.135248392,0.379860445
RockySoil,Cotton,16.71,81.09,5.76,20.18,68,4.83,0.59,0.1,Urea,7.28013049,11.94817368,123.2485835,32.87914243,0.414447614
RockySoil,Vegetables,16.99,81.24,6.37,30.24,108,10.07,0.68,0.18,17-17-17,7.238912045,14.77679073,131.2194232,50.05421017,0.458853537
RedSoil,Oil Crops,16.98,81.23,6.92,38.7,58,2.42,0.4,0.07,20-20,7.291495815,17.89246513,176.3076602,71.83834246,0.502247756
RedSoil,Oil Crops,16.98,81.23,7.46,11.41,79,3.18,0.36,0.12,Urea,7.300848924,11.06852711,166.0118268,54.04879115,0.49299461
RedSoil,Oil Crops,16.99,81.21,4.45,15.39,62,9.51,0.26,0.08,28-28,7.343184995,11.07871829,132.425405,28.6073796,0.402812586
BlackSoil,Maize,16.99,81.23,6.29,12.73,111,4.11,0.21,0.08,14-35-14,7.351896907,8.384019055,43.11520403,10.25123101,0.466194621
BlackSoil,Maize,16.99,81.22,6.52,2.74,16,0.83,0.11,0.05,DAP,7.46514649,9.142965674,82.10268837,13.10984711,0.444805692
RedSoil,Oil Crops,16.99,81.23,5.95,19.63,73,4.81,0.26,0.08,17-17-17,7.307657541,4.296704719,58.84000088,-8.825134905,0.360133096
RedSoil,Coconut,16.99,81.23,7.75,15.39,49,3.69,0.26,0.09,Urea,7.374483192,8.849691215,90.52518994,20.72561021,0.455905718
RockySoil,Oil Crops,16.98,81.23,6.95,7.26,39,2.1,0.46,0.07,28-28,7.324013016,8.346933391,133.0025821,22.91497653,0.396299176
RockySoil,Vegetables,16.99,81.22,6.86,23.07,60,1.92,0.26,0.08,DAP,7.222780439,11.58548393,125.5327824,29.82493488,0.378752365
BlackSoil,Maize,16.98,81.22,6.85,13.95,246,8.37,0.32,0.14,17-17-17,7.349502446,8.518697766,120.6502711,26.91137437,0.443005862
RockySoil,Oil Crops,16.99,81.24,6.37,27.69,97,4.73,0.24,0.08,Urea,7.693937593,15.55902427,114.587209,33.0502629,0.505403233
RockySoil,Oil Crops,16.99,81.2,5.99,21.23,46,10.62,0.36,0.09,28-28,7.434266263,9.287732482,111.9563651,29.17992515,0.486434632
RedSoil,Oil Crops,16.98,81.23,4.48,11.69,82,5.86,0.51,0.07,Urea,7.285488988,9.991151337,108.1158551,30.07150719,0.449603687
RedSoil,Oil Crops,16.98,81.23,6.61,10.31,57,6.95,0.22,0.19,DAP,7.292995293,13.5624209,72.01051285,30.56136648,0.461653141
BlackSoil,Maize,16.98,81.24,7.35,27.4,199,3.34,0.53,0.08,20-20,7.35353727,7.75512334,88.57297018,10.43637201,0.40575397
RedSoil,Sugarcane,16.98,81.27,7.66,3.62,220,11.62,0.41,0.16,17-17-17,7.525918123,17.95075951,177.7787077,64.0838619,0.516089673
BlackSoil,Vegetables,16.99,81.24,6.42,8.41,54,1.6,0.13,0.05,DAP,7.603314835,16.6064883,132.9474064,33.70213011,0.444687685
RockySoil,Coconut,16.98,81.24,7.4,14.21,355,6.26,0.24,0.22,Urea,7.379016232,5.852044259,67.80014176,-0.356130251,0.399502449
RedSoil,Maize,16.98,81.22,7.32,48.91,133,5.31,0.34,0.14,20-20,7.940765714,17.50898617,118.9969556,33.61723634,0.548000044
RedSoil,Maize,16.98,81.24,5.48,22.91,52,2.28,0.21,0.03,28-28,7.479584987,12.41483152,184.9936603,63.27874895,0.55684663
RockySoil,Maize,16.98,81.24,7.3,6.09,73,2.64,0.46,0.07,14-35-14,7.352701445,7.145426296,75.86757734,16.28959992,0.464413513
RedSoil,Oil Crops,16.98,81.22,7.1,38.92,95,5.42,0.6,0.14,Urea,7.289978493,12.70814275,133.2924756,31.82955885,0.385020503
RockySoil,Vegetables,16.98,81.22,6.24,27.72,124,8.16,0.42,0.18,DAP,7.299309795,16.01547057,198.7393831,74.87212895,0.509424125
BlackSoil,Maize,16.98,81.23,6.5,21.5,99,4.4,0.5,0.09,20-20,7.420506062,13.51585473,133.2056218,46.28098836,0.503323044
RockySoil,Coconut,16.98,81.23,6.8,14.45,68,4.03,0.43,0.18,28-28,7.33551599,14.17686861,141.2246563,47.63075469,0.464311402
RedSoil,Oil Crops,16.99,81.24,6.22,22.41,68,6.18,0.14,0.19,DAP,7.29654754,11.95208521,128.7629976,34.52484876,0.42018032
RedSoil,Oil Crops,16.98,81.24,7.75,16.52,101,4.52,0.26,0.12,Urea,7.412327689,6.541571525,85.98868437,13.26950551,0.458209184
ClayeySoil,Cotton,16.98,81.24,7.95,8.61,58,5.36,0.37,0.15,14-35-14,7.428390173,9.984129543,134.8285545,26.50106365,0.425537512
ClayeySoil,Cotton,16.99,81.2,4.9,21.93,46,7.11,0.13,0.06,28-28,7.29680182,10.72979212,142.9075101,27.88859281,0.375061548
RockySoil,Cotton,17.01,81.2,8.1,5.26,155,5.75,0.38,0.21,Urea,7.372427056,5.494183388,47.83323683,5.525997116,0.470876972
RedSoil,Coconut,17.02,81.2,8.18,3.38,110,457.05,0.37,1.33,14-35-14,7.484292548,13.96651801,143.1247471,31.08057411,0.408255189
RedSoil,Oil Crops,17.01,81.2,8.5,4.9,99,96.42,0.28,0.46,DAP,7.553904436,22.06963614,167.1262242,26.56813921,0.549744264
RedSoil,Oil Crops,17.02,81.19,5.75,8,109,6.64,0.33,0.07,17-17-17,7.442243015,12.37485945,145.102497,20.5759513,0.40686475
BlackSoil,Maize,17.02,81.19,7.95,2.51,101,19.73,0.24,0.29,DAP,7.413654507,11.27642072,76.41499385,17.34585756,0.439141694
RockySoil,Oil Crops,17.03,81.19,7.94,2.67,68,42.38,0.13,0.3,20-20,7.433603392,9.969799984,116.4060737,12.64859661,0.381073514
RockySoil,Oil Crops,17.03,81.18,7.9,1.73,91,7.6,0.21,0.18,14-35-14,7.41785278,7.389409196,102.6886629,1.191987675,0.374397959
RockySoil,Oil Crops,17.01,81.18,6.81,41.3,209,6.83,0.08,0.09,28-28,7.42052276,8.83527448,109.0163663,8.529030959,0.369977453
RedSoil,Tobacco,17.01,81.19,7.02,2.93,132,9.35,0.14,0.1,Urea,7.726377952,9.923590155,123.6923509,34.46290489,0.578440826
RockySoil,Oil Crops,17.02,81.16,5.94,1.8,75,8.97,0.35,0.07,DAP,7.530081966,8.722064752,77.39568575,1.764351268,0.410844265
BlackSoil,Sugarcane,17.02,81.16,7.36,4.87,31,1.46,0.22,0.07,14-35-14,7.335773871,10.66625682,74.71843614,12.56597927,0.399449535
RockySoil,Oil Crops,17.02,81.08,6.5,19.11,101,3.29,0.3,0.1,20-20,7.296914778,6.93964356,100.2014648,7.194814804,0.359075408
RedSoil,Oil Crops,17.02,81.17,6.14,15.06,54,2.16,0.21,0.06,28-28,7.414121087,10.51187013,110.1136849,27.45475429,0.456925391
RockySoil,Oil Crops,17.02,81.17,6.8,28.89,71,6.28,0.44,0.08,Urea,7.352331211,7.303651268,81.55458937,11.84762693,0.426998756
RedSoil,Oil Crops,17.02,81.16,6.85,3.32,56,3.53,0.11,0.06,14-35-14,7.30740541,12.27893537,152.9770301,48.82085472,0.470418728
BlackSoil,Vegetables,17.02,81.17,5.85,1.66,67,10.17,0.36,0.07,28-28,7.388503217,5.649551226,68.93136399,-5.001782897,0.376305463
ClayeySoil,Cotton,17.02,81.19,7.31,6.86,83,19.18,0.33,0.07,20-20,7.316378357,10.61459205,73.47131198,12.58665368,0.397241222
RockySoil,Maize,17.02,81.19,6.22,6.12,51,4.69,0.27,0.22,Urea,7.365639062,10.96848252,117.9991459,21.31322217,0.39849857
RedSoil,Coconut,17.02,81.19,5.92,4.55,381,24.6,0.04,0.05,DAP,7.319435429,8.387463285,78.00837787,9.247502741,0.39534038
BlackSoil,Cotton,17.02,81.19,6,1.99,25,12.66,0.22,0.4,17-17-17,8.069875112,14.78758134,37.10974063,1.984346763,0.563004912
BlackSoil,Cotton,17.01,81.19,5.7,14.91,123,2.59,0.18,0.1,28-28,7.28727602,6.789966642,59.13539958,-1.222683384,0.376157491
RedSoil,Oil Crops,17.01,81.19,8.05,21.63,330,16.12,0.6,0.46,Urea,7.501142088,8.840490334,65.22061128,10.60741775,0.468252403
RockySoil,Oil Crops,17.01,81.19,5.91,9.67,73,1.7,0.28,0.05,20-20,7.761130183,23.70515424,198.1292578,74.3646224,0.552171137
RedSoil,Oil Crops,17.01,81.19,8.7,11.86,323,101.18,0.45,0.95,17-17-17,7.360307186,9.147377321,76.30935447,13.23694925,0.422409291
BlackSoil,Vegetables,16.99,81.2,4.72,30.77,179,13.36,0.73,0.35,DAP,7.828552928,22.63061044,184.9903339,54.11856933,0.536487755
RockySoil,Oil Crops,17.01,81.18,7.7,22.83,89,2.58,0.18,0.08,Urea,7.415121714,20.85370247,139.0414479,73.67557649,0.57032276
BlackSoil,Maize,16.99,81.2,5.5,18.13,63,5.56,0.33,0.06,20-20,7.437832215,8.079965593,132.3625697,24.26613518,0.440869619
BlackSoil,Maize,17,81.2,5.47,17.32,49,3.2,0.16,0.07,28-28,7.327309235,9.783401268,85.45546318,23.37431752,0.454742043
LoamySoil,Maize,16.99,81.2,5.43,2.41,75,27.28,0.24,0.27,10-26-26,7.363063357,6.144365526,60.0307475,6.454407705,0.44493988
LoamySoil,Maize,16.98,81.2,8.04,6.02,72,6.66,0.24,0.06,Urea,7.384429763,8.945861282,47.78732548,1.124824142,0.417900906
RockySoil,Maize,17,81.2,5.3,8.84,109,4.64,0.2,0.13,DAP,7.373297111,8.799832885,123.6323235,14.80893565,0.372059457
RedSoil,Oil Crops,17.01,81.39,7.3,28.37,86,2.18,0.15,0.09,20-20,7.463031709,8.759101936,47.58133982,4.549316697,0.449544569
RockySoil,Maize,17.02,82.11,7.52,7.53,56,3.08,0.19,0.15,14-35-14,7.446212971,7.362733847,126.026607,24.87596035,0.465097867
RedSoil,Oil Crops,17.01,81.22,7.62,10.75,126,4.45,0.2,0.16,10-26-26,7.360129123,7.221299725,104.7620062,8.793048907,0.3776446
